batch value control marker flagged_batch batch_effect cols type
PTLG028 1.1007000207901 IFNa_LPS_Control_1 CD16 none 0 #AEAEAE EMD
PTLG028 1.6001501083374023 IFNa_LPS_Control_2 CD16 none 0 #AEAEAE EMD
PTLG028 1.6282999515533447 Unstim_Control_1 CD16 none 0 #AEAEAE EMD
PTLG028 2.4638500213623047 Unstim_Control_2 CD16 none 0 #AEAEAE EMD
PTLG030 1.1356500387191772 IFNa_LPS_Control_1 CD16 none 0 #AEAEAE EMD
PTLG030 1.3206499814987183 IFNa_LPS_Control_2 CD16 none 0 #AEAEAE EMD
PTLG030 1.3952500820159912 Unstim_Control_1 CD16 none 0 #AEAEAE EMD
PTLG030 1.9743499755859375 Unstim_Control_2 CD16 none 0 #AEAEAE EMD
PTLG031 0.9734501838684082 IFNa_LPS_Control_1 CD16 none 0 #AEAEAE EMD
PTLG031 1.6298999786376953 IFNa_LPS_Control_2 CD16 none 0 #AEAEAE EMD
PTLG031 1.6381500959396362 Unstim_Control_1 CD16 none 0 #AEAEAE EMD
PTLG031 2.0960500240325928 Unstim_Control_2 CD16 none 0 #AEAEAE EMD
PTLG032 1.0018000602722168 IFNa_LPS_Control_1 CD16 none 0 #AEAEAE EMD
PTLG032 1.246400237083435 IFNa_LPS_Control_2 CD16 none 0 #AEAEAE EMD
PTLG032 1.4845000505447388 Unstim_Control_1 CD16 none 0 #AEAEAE EMD
PTLG032 1.9881999492645264 Unstim_Control_2 CD16 none 0 #AEAEAE EMD
PTLG033 1.5985000133514404 IFNa_LPS_Control_1 CD16 none 0 #AEAEAE EMD
PTLG033 3.399749517440796 IFNa_LPS_Control_2 CD16 PTLG033 1 #8E000C EMD
PTLG033 4.329449653625488 Unstim_Control_1 CD16 PTLG033 1 #8E000C EMD
PTLG033 4.238850116729736 Unstim_Control_2 CD16 PTLG033 1 #8E000C EMD
PTLG034 1.4610999822616577 IFNa_LPS_Control_1 CD16 none 0 #AEAEAE EMD
PTLG034 2.4980998039245605 IFNa_LPS_Control_2 CD16 none 0 #AEAEAE EMD
PTLG034 3.5978500843048096 Unstim_Control_1 CD16 PTLG034 1 #8E000C EMD
PTLG034 4.13955020904541 Unstim_Control_2 CD16 PTLG034 1 #8E000C EMD
PTLG021 0.32309994101524353 IFNa_LPS_Control_1 NFkB none 0 #AEAEAE EMD
PTLG021 0.2962000370025635 IFNa_LPS_Control_2 NFkB none 0 #AEAEAE EMD
PTLG021 0.7700000405311584 Unstim_Control_1 NFkB none 0 #AEAEAE EMD
PTLG021 0.4596998691558838 Unstim_Control_2 NFkB none 0 #AEAEAE EMD
PTLG025 0.3073999881744385 IFNa_LPS_Control_1 NFkB none 0 #AEAEAE EMD
PTLG025 0.21240003407001495 IFNa_LPS_Control_2 NFkB none 0 #AEAEAE EMD
PTLG025 0.5921000242233276 Unstim_Control_1 NFkB none 0 #AEAEAE EMD
PTLG025 0.5456500053405762 Unstim_Control_2 NFkB none 0 #AEAEAE EMD
PTLG026 0.46875 IFNa_LPS_Control_1 NFkB none 0 #AEAEAE EMD
PTLG026 0.3460499942302704 IFNa_LPS_Control_2 NFkB none 0 #AEAEAE EMD
PTLG026 0.7910500168800354 Unstim_Control_1 NFkB none 0 #AEAEAE EMD
PTLG026 0.7419500350952148 Unstim_Control_2 NFkB none 0 #AEAEAE EMD
PTLG027 0.21514998376369476 IFNa_LPS_Control_1 NFkB none 0 #AEAEAE EMD
PTLG027 0.21774999797344208 IFNa_LPS_Control_2 NFkB none 0 #AEAEAE EMD
PTLG027 0.6249499917030334 Unstim_Control_1 NFkB none 0 #AEAEAE EMD
PTLG027 0.6324000358581543 Unstim_Control_2 NFkB none 0 #AEAEAE EMD
PTLG028 0.3073999881744385 IFNa_LPS_Control_1 NFkB none 0 #AEAEAE EMD
PTLG028 0.25589999556541443 IFNa_LPS_Control_2 NFkB none 0 #AEAEAE EMD
PTLG028 0.5962001085281372 Unstim_Control_1 NFkB none 0 #AEAEAE EMD
PTLG028 0.632949948310852 Unstim_Control_2 NFkB none 0 #AEAEAE EMD
PTLG030 0.6265000700950623 IFNa_LPS_Control_1 NFkB none 0 #AEAEAE EMD
PTLG030 0.9625499248504639 IFNa_LPS_Control_2 NFkB none 0 #AEAEAE EMD
PTLG030 0.5921000242233276 Unstim_Control_1 NFkB none 0 #AEAEAE EMD
PTLG030 0.5608999729156494 Unstim_Control_2 NFkB none 0 #AEAEAE EMD
PTLG031 0.26590004563331604 IFNa_LPS_Control_1 NFkB none 0 #AEAEAE EMD
PTLG031 0.5306000709533691 IFNa_LPS_Control_2 NFkB none 0 #AEAEAE EMD
PTLG031 0.6597000360488892 Unstim_Control_1 NFkB none 0 #AEAEAE EMD
PTLG031 0.5947998762130737 Unstim_Control_2 NFkB none 0 #AEAEAE EMD
PTLG032 0.3165000081062317 IFNa_LPS_Control_1 NFkB none 0 #AEAEAE EMD
PTLG032 0.21514998376369476 IFNa_LPS_Control_2 NFkB none 0 #AEAEAE EMD
PTLG032 0.4442499279975891 Unstim_Control_1 NFkB none 0 #AEAEAE EMD
PTLG032 0.4257499575614929 Unstim_Control_2 NFkB none 0 #AEAEAE EMD
PTLG033 0.30945006012916565 IFNa_LPS_Control_1 NFkB none 0 #AEAEAE EMD
PTLG033 0.3250499963760376 IFNa_LPS_Control_2 NFkB none 0 #AEAEAE EMD
PTLG033 0.8435499668121338 Unstim_Control_1 NFkB none 0 #AEAEAE EMD
PTLG033 0.6417499780654907 Unstim_Control_2 NFkB none 0 #AEAEAE EMD
PTLG034 0.48065006732940674 IFNa_LPS_Control_1 NFkB none 0 #AEAEAE EMD
PTLG034 0.2017499804496765 IFNa_LPS_Control_2 NFkB none 0 #AEAEAE EMD
PTLG034 0.76399993896484375 Unstim_Control_1 NFkB none 0 #AEAEAE EMD
PTLG034 0.6442000269889832 Unstim_Control_2 NFkB none 0 #AEAEAE EMD
PTLG021 0.7781002521514893 IFNa_LPS_Control_1 ERK none 0 #AEAEAE EMD
PTLG021 1.0319498777389526 IFNa_LPS_Control_2 ERK none 0 #AEAEAE EMD
PTLG021 0.1736498773097992 Unstim_Control_1 ERK none 0 #AEAEAE EMD
PTLG021 0.1761000156402588 Unstim_Control_2 ERK none 0 #AEAEAE EMD
PTLG025 0.74940025806427 IFNa_LPS_Control_1 ERK none 0 #AEAEAE EMD
PTLG025 1.126650094985962 IFNa_LPS_Control_2 ERK none 0 #AEAEAE EMD
PTLG025 0.18474988639354706 Unstim_Control_1 ERK none 0 #AEAEAE EMD
PTLG025 0.20094992220401764 Unstim_Control_2 ERK none 0 #AEAEAE EMD
PTLG026 0.7830005288124084 IFNa_LPS_Control_1 ERK none 0 #AEAEAE EMD
PTLG026 1.152999997138977 IFNa_LPS_Control_2 ERK none 0 #AEAEAE EMD
PTLG026 0.1660495549440384 Unstim_Control_1 ERK none 0 #AEAEAE EMD
PTLG026 0.20094992220401764 Unstim_Control_2 ERK none 0 #AEAEAE EMD
PTLG027 0.7074503898620605 IFNa_LPS_Control_1 ERK none 0 #AEAEAE EMD
PTLG027 0.8675994873046875 IFNa_LPS_Control_2 ERK none 0 #AEAEAE EMD
PTLG027 0.14320005476474762 Unstim_Control_1 ERK none 0 #AEAEAE EMD
PTLG027 0.14695031940937042 Unstim_Control_2 ERK none 0 #AEAEAE EMD
PTLG028 0.6714997887611389 IFNa_LPS_Control_1 ERK none 0 #AEAEAE EMD
PTLG028 0.8245502710342407 IFNa_LPS_Control_2 ERK none 0 #AEAEAE EMD
PTLG028 0.2399999499320984 Unstim_Control_1 ERK none 0 #AEAEAE EMD
PTLG028 0.21199993789196014 Unstim_Control_2 ERK none 0 #AEAEAE EMD
PTLG030 0.9025999903678894 IFNa_LPS_Control_1 ERK none 0 #AEAEAE EMD
PTLG030 0.8675994873046875 IFNa_LPS_Control_2 ERK none 0 #AEAEAE EMD
PTLG030 0.19140014052391052 Unstim_Control_1 ERK none 0 #AEAEAE EMD
PTLG030 0.19795015454292297 Unstim_Control_2 ERK none 0 #AEAEAE EMD
PTLG031 0.74940025806427 IFNa_LPS_Control_1 ERK none 0 #AEAEAE EMD
PTLG031 1.0012999773025513 IFNa_LPS_Control_2 ERK none 0 #AEAEAE EMD
PTLG031 0.31769996881484985 Unstim_Control_1 ERK none 0 #AEAEAE EMD
PTLG031 0.33135002851486206 Unstim_Control_2 ERK none 0 #AEAEAE EMD
PTLG032 0.7433004379272461 IFNa_LPS_Control_1 ERK none 0 #AEAEAE EMD
PTLG032 0.8235000371932983 IFNa_LPS_Control_2 ERK none 0 #AEAEAE EMD
PTLG032 0.1544002890586853 Unstim_Control_1 ERK none 0 #AEAEAE EMD
PTLG032 0.14909958839416504 Unstim_Control_2 ERK none 0 #AEAEAE EMD
PTLG033 1.2657498121261597 IFNa_LPS_Control_1 ERK none 0 #AEAEAE EMD
PTLG033 0.8329005837440491 IFNa_LPS_Control_2 ERK none 0 #AEAEAE EMD
PTLG033 0.20990000665187836 Unstim_Control_1 ERK none 0 #AEAEAE EMD
PTLG033 0.1876491755247116 Unstim_Control_2 ERK none 0 #AEAEAE EMD
PTLG034 1.2317005395889282 IFNa_LPS_Control_1 ERK none 0 #AEAEAE EMD
PTLG034 1.1157501935958862 IFNa_LPS_Control_2 ERK none 0 #AEAEAE EMD
PTLG034 0.18925125896930695 Unstim_Control_1 ERK none 0 #AEAEAE EMD
PTLG034 0.2905506193637848 Unstim_Control_2 ERK none 0 #AEAEAE EMD
PTLG021 2.7123501300811768 IFNa_LPS_Control_1 CD25 none 0 #AEAEAE EMD
PTLG021 3.8220999240875244 IFNa_LPS_Control_2 CD25 PTLG021 1 #8E000C EMD
PTLG021 3.9507501125335693 Unstim_Control_1 CD25 PTLG021 1 #8E000C EMD
PTLG021 8.568449974060059 Unstim_Control_2 CD25 PTLG021 1 #8E000C EMD
PTLG025 2.245850086212158 IFNa_LPS_Control_1 CD25 none 0 #AEAEAE EMD
PTLG025 3.295750141143799 IFNa_LPS_Control_2 CD25 PTLG025 1 #8E000C EMD
PTLG025 3.6740000247955322 Unstim_Control_1 CD25 PTLG025 1 #8E000C EMD
PTLG025 5.55649995803833 Unstim_Control_2 CD25 PTLG025 1 #8E000C EMD
PTLG026 2.8489999771118164 IFNa_LPS_Control_1 CD25 none 0 #AEAEAE EMD
PTLG026 1.2482998371124268 IFNa_LPS_Control_2 CD25 none 0 #AEAEAE EMD
PTLG026 1.5822498798370361 Unstim_Control_1 CD25 none 0 #AEAEAE EMD
PTLG026 1.6461495161056519 Unstim_Control_2 CD25 none 0 #AEAEAE EMD
PTLG027 1.7034499645233154 IFNa_LPS_Control_1 CD25 none 0 #AEAEAE EMD
PTLG027 1.2461001873016357 IFNa_LPS_Control_2 CD25 none 0 #AEAEAE EMD
PTLG027 1.3317005634307861 Unstim_Control_1 CD25 none 0 #AEAEAE EMD
PTLG027 1.6057499647140503 Unstim_Control_2 CD25 none 0 #AEAEAE EMD
PTLG028 1.7515498399734497 IFNa_LPS_Control_1 CD25 none 0 #AEAEAE EMD
PTLG028 1.2375997304916382 IFNa_LPS_Control_2 CD25 none 0 #AEAEAE EMD
PTLG028 2.088050127029419 Unstim_Control_1 CD25 none 0 #AEAEAE EMD
PTLG028 1.4450998306274414 Unstim_Control_2 CD25 none 0 #AEAEAE EMD
PTLG030 1.7034499645233154 IFNa_LPS_Control_1 CD25 none 0 #AEAEAE EMD
PTLG030 2.075500011444092 IFNa_LPS_Control_2 CD25 none 0 #AEAEAE EMD
PTLG030 1.5268000364303589 Unstim_Control_1 CD25 none 0 #AEAEAE EMD
PTLG030 1.1604995727539062 Unstim_Control_2 CD25 none 0 #AEAEAE EMD
PTLG031 1.9223999977111816 IFNa_LPS_Control_1 CD25 none 0 #AEAEAE EMD
PTLG031 2.075500011444092 IFNa_LPS_Control_2 CD25 none 0 #AEAEAE EMD
PTLG031 1.2343499660491943 Unstim_Control_1 CD25 none 0 #AEAEAE EMD
PTLG031 1.7306997776031494 Unstim_Control_2 CD25 none 0 #AEAEAE EMD
PTLG032 2.0659000873565674 IFNa_LPS_Control_1 CD25 none 0 #AEAEAE EMD
PTLG032 1.4209001064300537 IFNa_LPS_Control_2 CD25 none 0 #AEAEAE EMD
PTLG032 1.5406500101089478 Unstim_Control_1 CD25 none 0 #AEAEAE EMD
PTLG032 1.1060998439788818 Unstim_Control_2 CD25 none 0 #AEAEAE EMD
PTLG033 1.5923997163772583 IFNa_LPS_Control_1 CD25 none 0 #AEAEAE EMD
PTLG033 2.9282000064849854 IFNa_LPS_Control_2 CD25 none 0 #AEAEAE EMD
PTLG033 1.8797999620437622 Unstim_Control_1 CD25 none 0 #AEAEAE EMD
PTLG033 1.4450998306274414 Unstim_Control_2 CD25 none 0 #AEAEAE EMD
PTLG034 1.7004499435424805 IFNa_LPS_Control_1 CD25 none 0 #AEAEAE EMD
PTLG034 3.1028499603271484 IFNa_LPS_Control_2 CD25 PTLG034 1 #8E000C EMD
PTLG034 2.310699939727783 Unstim_Control_1 CD25 none 0 #AEAEAE EMD
PTLG034 2.6377501487731934 Unstim_Control_2 CD25 none 0 #AEAEAE EMD
PTLG021 0.4617501199245453 IFNa_LPS_Control_1 CD3 none 0 #AEAEAE EMD
PTLG021 0.7430505156517029 IFNa_LPS_Control_2 CD3 none 0 #AEAEAE EMD
PTLG021 0.5385998487472534 Unstim_Control_1 CD3 none 0 #AEAEAE EMD
PTLG021 0.8511495590209961 Unstim_Control_2 CD3 none 0 #AEAEAE EMD
PTLG025 0.496800035238266 IFNa_LPS_Control_1 CD3 none 0 #AEAEAE EMD
PTLG025 0.8084993958473206 IFNa_LPS_Control_2 CD3 none 0 #AEAEAE EMD
PTLG025 0.4606000781059265 Unstim_Control_1 CD3 none 0 #AEAEAE EMD
PTLG025 0.7732998132705688 Unstim_Control_2 CD3 none 0 #AEAEAE EMD
PTLG026 0.7534499168395996 IFNa_LPS_Control_1 CD3 none 0 #AEAEAE EMD
PTLG026 0.8480011224746704 IFNa_LPS_Control_2 CD3 none 0 #AEAEAE EMD
PTLG026 0.5385998487472534 Unstim_Control_1 CD3 none 0 #AEAEAE EMD
PTLG026 0.8362501859664917 Unstim_Control_2 CD3 none 0 #AEAEAE EMD
PTLG027 0.6645495891571045 IFNa_LPS_Control_1 CD3 none 0 #AEAEAE EMD
PTLG027 0.844650387763977 IFNa_LPS_Control_2 CD3 none 0 #AEAEAE EMD
PTLG027 0.541799008846283 Unstim_Control_1 CD3 none 0 #AEAEAE EMD
PTLG027 0.8790499567985535 Unstim_Control_2 CD3 none 0 #AEAEAE EMD
PTLG028 0.8219496607780457 IFNa_LPS_Control_1 CD3 none 0 #AEAEAE EMD
PTLG028 0.8580498695373535 IFNa_LPS_Control_2 CD3 none 0 #AEAEAE EMD
PTLG028 0.7615504264831543 Unstim_Control_1 CD3 none 0 #AEAEAE EMD
PTLG028 0.7732998132705688 Unstim_Control_2 CD3 none 0 #AEAEAE EMD
PTLG030 0.6765004992485046 IFNa_LPS_Control_1 CD3 none 0 #AEAEAE EMD
PTLG030 0.6462000608444214 IFNa_LPS_Control_2 CD3 none 0 #AEAEAE EMD
PTLG030 0.5406495928764343 Unstim_Control_1 CD3 none 0 #AEAEAE EMD
PTLG030 0.6148501038551331 Unstim_Control_2 CD3 none 0 #AEAEAE EMD
PTLG031 0.5500511527061462 IFNa_LPS_Control_1 CD3 none 0 #AEAEAE EMD
PTLG031 0.6106000542640686 IFNa_LPS_Control_2 CD3 none 0 #AEAEAE EMD
PTLG031 0.34779953956604004 Unstim_Control_1 CD3 none 0 #AEAEAE EMD
PTLG031 0.6525506377220154 Unstim_Control_2 CD3 none 0 #AEAEAE EMD
PTLG032 0.5500511527061462 IFNa_LPS_Control_1 CD3 none 0 #AEAEAE EMD
PTLG032 2.0895001888275146 IFNa_LPS_Control_2 CD3 none 0 #AEAEAE EMD
PTLG032 0.8575488924980164 Unstim_Control_1 CD3 none 0 #AEAEAE EMD
PTLG032 0.7683998346328735 Unstim_Control_2 CD3 none 0 #AEAEAE EMD
PTLG033 1.5396002531051636 IFNa_LPS_Control_1 CD3 none 0 #AEAEAE EMD
PTLG033 1.3890506029129028 IFNa_LPS_Control_2 CD3 none 0 #AEAEAE EMD
PTLG033 1.2186998128890991 Unstim_Control_1 CD3 none 0 #AEAEAE EMD
PTLG033 0.9464500546455383 Unstim_Control_2 CD3 none 0 #AEAEAE EMD
PTLG034 1.437900185585022 IFNa_LPS_Control_1 CD3 none 0 #AEAEAE EMD
PTLG034 1.3098502159118652 IFNa_LPS_Control_2 CD3 none 0 #AEAEAE EMD
PTLG034 1.125349998474121 Unstim_Control_1 CD3 none 0 #AEAEAE EMD
PTLG034 1.1030011177062988 Unstim_Control_2 CD3 none 0 #AEAEAE EMD
PTLG021 1.8845999240875244 IFNa_LPS_Control_1 CD15 none 0 #AEAEAE EMD
PTLG021 1.4602999687194824 IFNa_LPS_Control_2 CD15 none 0 #AEAEAE EMD
PTLG021 2.2032999992370605 Unstim_Control_1 CD15 none 0 #AEAEAE EMD
PTLG021 1.208150029182434 Unstim_Control_2 CD15 none 0 #AEAEAE EMD
PTLG025 1.9285999536514282 IFNa_LPS_Control_1 CD15 none 0 #AEAEAE EMD
PTLG025 1.9720999002456665 IFNa_LPS_Control_2 CD15 none 0 #AEAEAE EMD
PTLG025 2.318650007247925 Unstim_Control_1 CD15 none 0 #AEAEAE EMD
PTLG025 2.0428998470306396 Unstim_Control_2 CD15 none 0 #AEAEAE EMD
PTLG026 3.0000998973846436 IFNa_LPS_Control_1 CD15 PTLG026 1 #8E000C EMD
PTLG026 3.268550157546997 IFNa_LPS_Control_2 CD15 PTLG026 1 #8E000C EMD
PTLG026 4.316849708557129 Unstim_Control_1 CD15 PTLG026 1 #8E000C EMD
PTLG026 3.3030500411987305 Unstim_Control_2 CD15 PTLG026 1 #8E000C EMD
PTLG027 2.897550106048584 IFNa_LPS_Control_1 CD15 none 0 #AEAEAE EMD
PTLG027 3.5044500827789307 IFNa_LPS_Control_2 CD15 PTLG027 1 #8E000C EMD
PTLG027 4.286349773406982 Unstim_Control_1 CD15 PTLG027 1 #8E000C EMD
PTLG027 3.0310001373291016 Unstim_Control_2 CD15 PTLG027 1 #8E000C EMD
PTLG028 2.4172000885009766 IFNa_LPS_Control_1 CD15 none 0 #AEAEAE EMD
PTLG028 1.2412500381469727 IFNa_LPS_Control_2 CD15 none 0 #AEAEAE EMD
PTLG028 1.9434499740600586 Unstim_Control_1 CD15 none 0 #AEAEAE EMD
PTLG028 1.8662501573562622 Unstim_Control_2 CD15 none 0 #AEAEAE EMD
PTLG030 2.1140999794006348 IFNa_LPS_Control_1 CD15 none 0 #AEAEAE EMD
PTLG030 1.481850028038025 IFNa_LPS_Control_2 CD15 none 0 #AEAEAE EMD
PTLG030 2.034299850463867 Unstim_Control_1 CD15 none 0 #AEAEAE EMD
PTLG030 1.7289000749588013 Unstim_Control_2 CD15 none 0 #AEAEAE EMD
PTLG031 2.1240999698638916 IFNa_LPS_Control_1 CD15 none 0 #AEAEAE EMD
PTLG031 2.6657001972198486 IFNa_LPS_Control_2 CD15 none 0 #AEAEAE EMD
PTLG031 2.2032999992370605 Unstim_Control_1 CD15 none 0 #AEAEAE EMD
PTLG031 1.8633500337600708 Unstim_Control_2 CD15 none 0 #AEAEAE EMD
PTLG032 2.1240999698638916 IFNa_LPS_Control_1 CD15 none 0 #AEAEAE EMD
PTLG032 1.2461998462677002 IFNa_LPS_Control_2 CD15 none 0 #AEAEAE EMD
PTLG032 2.318650007247925 Unstim_Control_1 CD15 none 0 #AEAEAE EMD
PTLG032 1.725100040435791 Unstim_Control_2 CD15 none 0 #AEAEAE EMD
PTLG033 2.8050999641418457 IFNa_LPS_Control_1 CD15 none 0 #AEAEAE EMD
PTLG033 1.481850028038025 IFNa_LPS_Control_2 CD15 none 0 #AEAEAE EMD
PTLG033 3.466549873352051 Unstim_Control_1 CD15 PTLG033 1 #8E000C EMD
PTLG033 1.9866999387741089 Unstim_Control_2 CD15 none 0 #AEAEAE EMD
PTLG034 3.0463500022888184 IFNa_LPS_Control_1 CD15 PTLG034 1 #8E000C EMD
PTLG034 1.8779000043869019 IFNa_LPS_Control_2 CD15 none 0 #AEAEAE EMD
PTLG034 3.2746999263763428 Unstim_Control_1 CD15 PTLG034 1 #8E000C EMD
PTLG034 2.095400094985962 Unstim_Control_2 CD15 none 0 #AEAEAE EMD
PTLG021 0.5983502864837646 IFNa_LPS_Control_1 HLADR none 0 #AEAEAE EMD
PTLG021 0.9684500694274902 IFNa_LPS_Control_2 HLADR none 0 #AEAEAE EMD
PTLG021 0.6265994906425476 Unstim_Control_1 HLADR none 0 #AEAEAE EMD
PTLG021 0.629449725151062 Unstim_Control_2 HLADR none 0 #AEAEAE EMD
PTLG025 0.4413500130176544 IFNa_LPS_Control_1 HLADR none 0 #AEAEAE EMD
PTLG025 0.8191495537757874 IFNa_LPS_Control_2 HLADR none 0 #AEAEAE EMD
PTLG025 0.49894967675209045 Unstim_Control_1 HLADR none 0 #AEAEAE EMD
PTLG025 0.5836992859840393 Unstim_Control_2 HLADR none 0 #AEAEAE EMD
PTLG026 0.5411497354507446 IFNa_LPS_Control_1 HLADR none 0 #AEAEAE EMD
PTLG026 0.8878991007804871 IFNa_LPS_Control_2 HLADR none 0 #AEAEAE EMD
PTLG026 0.6265994906425476 Unstim_Control_1 HLADR none 0 #AEAEAE EMD
PTLG026 0.7716497182846069 Unstim_Control_2 HLADR none 0 #AEAEAE EMD
PTLG027 0.5873004198074341 IFNa_LPS_Control_1 HLADR none 0 #AEAEAE EMD
PTLG027 0.7237002849578857 IFNa_LPS_Control_2 HLADR none 0 #AEAEAE EMD
PTLG027 0.7887991070747375 Unstim_Control_1 HLADR none 0 #AEAEAE EMD
PTLG027 0.7675986289978027 Unstim_Control_2 HLADR none 0 #AEAEAE EMD
PTLG028 0.5367497205734253 IFNa_LPS_Control_1 HLADR none 0 #AEAEAE EMD
PTLG028 0.7154492735862732 IFNa_LPS_Control_2 HLADR none 0 #AEAEAE EMD
PTLG028 0.7545498013496399 Unstim_Control_1 HLADR none 0 #AEAEAE EMD
PTLG028 0.6412492990493774 Unstim_Control_2 HLADR none 0 #AEAEAE EMD
PTLG030 0.7511497735977173 IFNa_LPS_Control_1 HLADR none 0 #AEAEAE EMD
PTLG030 0.7299503684043884 IFNa_LPS_Control_2 HLADR none 0 #AEAEAE EMD
PTLG030 0.7334996461868286 Unstim_Control_1 HLADR none 0 #AEAEAE EMD
PTLG030 0.661597728729248 Unstim_Control_2 HLADR none 0 #AEAEAE EMD
PTLG031 0.646949052810669 IFNa_LPS_Control_1 HLADR none 0 #AEAEAE EMD
PTLG031 0.8919001221656799 IFNa_LPS_Control_2 HLADR none 0 #AEAEAE EMD
PTLG031 0.6373001933097839 Unstim_Control_1 HLADR none 0 #AEAEAE EMD
PTLG031 0.5194495916366577 Unstim_Control_2 HLADR none 0 #AEAEAE EMD
PTLG032 0.46784985065460205 IFNa_LPS_Control_1 HLADR none 0 #AEAEAE EMD
PTLG032 0.7299503684043884 IFNa_LPS_Control_2 HLADR none 0 #AEAEAE EMD
PTLG032 0.5669000744819641 Unstim_Control_1 HLADR none 0 #AEAEAE EMD
PTLG032 0.5642499327659607 Unstim_Control_2 HLADR none 0 #AEAEAE EMD
PTLG033 1.1991506814956665 IFNa_LPS_Control_1 HLADR none 0 #AEAEAE EMD
PTLG033 1.378100037574768 IFNa_LPS_Control_2 HLADR none 0 #AEAEAE EMD
PTLG033 1.3276009559631348 Unstim_Control_1 HLADR none 0 #AEAEAE EMD
PTLG033 1.5255497694015503 Unstim_Control_2 HLADR none 0 #AEAEAE EMD
PTLG034 0.9049502015113831 IFNa_LPS_Control_1 HLADR none 0 #AEAEAE EMD
PTLG034 1.32265043258667 IFNa_LPS_Control_2 HLADR none 0 #AEAEAE EMD
PTLG034 0.920199990272522 Unstim_Control_1 HLADR none 0 #AEAEAE EMD
PTLG034 0.9846494197845459 Unstim_Control_2 HLADR none 0 #AEAEAE EMD
PTLG021 0.3979998826980591 IFNa_LPS_Control_1 CD14 none 0 #AEAEAE EMD
PTLG021 0.5665999054908752 IFNa_LPS_Control_2 CD14 none 0 #AEAEAE EMD
PTLG021 0.38539984822273254 Unstim_Control_1 CD14 none 0 #AEAEAE EMD
PTLG021 0.45610004663467407 Unstim_Control_2 CD14 none 0 #AEAEAE EMD
PTLG025 0.40479999780654907 IFNa_LPS_Control_1 CD14 none 0 #AEAEAE EMD
PTLG025 0.4761001169681549 IFNa_LPS_Control_2 CD14 none 0 #AEAEAE EMD
PTLG025 0.35819998383522034 Unstim_Control_1 CD14 none 0 #AEAEAE EMD
PTLG025 0.36510002613067627 Unstim_Control_2 CD14 none 0 #AEAEAE EMD
PTLG026 0.4357999563217163 IFNa_LPS_Control_1 CD14 none 0 #AEAEAE EMD
PTLG026 0.5589507222175598 IFNa_LPS_Control_2 CD14 none 0 #AEAEAE EMD
PTLG026 0.4412997364997864 Unstim_Control_1 CD14 none 0 #AEAEAE EMD
PTLG026 0.4826499819755554 Unstim_Control_2 CD14 none 0 #AEAEAE EMD
PTLG027 0.5128997564315796 IFNa_LPS_Control_1 CD14 none 0 #AEAEAE EMD
PTLG027 0.6271002888679504 IFNa_LPS_Control_2 CD14 none 0 #AEAEAE EMD
PTLG027 0.515250027179718 Unstim_Control_1 CD14 none 0 #AEAEAE EMD
PTLG027 0.5731001496315002 Unstim_Control_2 CD14 none 0 #AEAEAE EMD
PTLG028 0.38679975271224976 IFNa_LPS_Control_1 CD14 none 0 #AEAEAE EMD
PTLG028 0.40640002489089966 IFNa_LPS_Control_2 CD14 none 0 #AEAEAE EMD
PTLG028 0.32040083408355713 Unstim_Control_1 CD14 none 0 #AEAEAE EMD
PTLG028 0.36994993686676025 Unstim_Control_2 CD14 none 0 #AEAEAE EMD
PTLG030 0.45399898290634155 IFNa_LPS_Control_1 CD14 none 0 #AEAEAE EMD
PTLG030 0.5137000679969788 IFNa_LPS_Control_2 CD14 none 0 #AEAEAE EMD
PTLG030 0.415650337934494 Unstim_Control_1 CD14 none 0 #AEAEAE EMD
PTLG030 0.4294999837875366 Unstim_Control_2 CD14 none 0 #AEAEAE EMD
PTLG031 0.40479999780654907 IFNa_LPS_Control_1 CD14 none 0 #AEAEAE EMD
PTLG031 0.5665999054908752 IFNa_LPS_Control_2 CD14 none 0 #AEAEAE EMD
PTLG031 0.4412997364997864 Unstim_Control_1 CD14 none 0 #AEAEAE EMD
PTLG031 0.40065068006515503 Unstim_Control_2 CD14 none 0 #AEAEAE EMD
PTLG032 0.41959989070892334 IFNa_LPS_Control_1 CD14 none 0 #AEAEAE EMD
PTLG032 0.5478499531745911 IFNa_LPS_Control_2 CD14 none 0 #AEAEAE EMD
PTLG032 0.35819998383522034 Unstim_Control_1 CD14 none 0 #AEAEAE EMD
PTLG032 0.4922005236148834 Unstim_Control_2 CD14 none 0 #AEAEAE EMD
PTLG033 0.4911995828151703 IFNa_LPS_Control_1 CD14 none 0 #AEAEAE EMD
PTLG033 0.6675503253936768 IFNa_LPS_Control_2 CD14 none 0 #AEAEAE EMD
PTLG033 0.7109007239341736 Unstim_Control_1 CD14 none 0 #AEAEAE EMD
PTLG033 0.6265507936477661 Unstim_Control_2 CD14 none 0 #AEAEAE EMD
PTLG034 0.36895057559013367 IFNa_LPS_Control_1 CD14 none 0 #AEAEAE EMD
PTLG034 0.5543503761291504 IFNa_LPS_Control_2 CD14 none 0 #AEAEAE EMD
PTLG034 0.5480489730834961 Unstim_Control_1 CD14 none 0 #AEAEAE EMD
PTLG034 0.5425499081611633 Unstim_Control_2 CD14 none 0 #AEAEAE EMD
